DATABASE;Antibiotic.Class;GENE;ACCESSION;Standard.Gene.Name;Antibiotic.Gene.Family;Disinfecting.Agent;Metal.resistance;Mechanism
MEGARes;mupirocin;ILES;MEG_3295;ileS;antibiotic-resistant isoleucyl-tR synthetase;;;antibiotic efflux
MEGARes;nitroimidazole;MSBA;MEG_4061;msbA;ATP-binding cassette (ABC) antibiotic efflux pump;;;antibiotic efflux
MEGARes;nitroimidazole;NIMB;MEG_4180;nimB;nitroimidazole reductase;;;antibiotic inactivation
MEGARes;nitroimidazole;NIMH;MEG_4187;nimH;nitroimidazole reductase;;;antibiotic inactivation
MEGARes;nitroimidazole;NIMJ;MEG_4194;nimJ;nitroimidazole reductase;;;antibiotic inactivation
MEGARes;nucleoside;MDTN;MEG_3763;mdtN;resistance-nodulation-cell division (RND) antibiotic efflux pump;biocide;;antibiotic efflux
MEGARes;nucleoside;MDTO;MEG_3764;mdtO;major facilitator superfamily (MFS) antibiotic efflux pump;biocide;;antibiotic efflux
MEGARes;nucleoside;MDTP;MEG_3765;mdtP;major facilitator superfamily (MFS) antibiotic efflux pump;biocide;;antibiotic efflux
MEGARes;nucleoside;SAT;MEG_6159;SAT-2;streptothricin acetyltransferase (SAT);;;antibiotic inactivation
MEGARes;nucleoside;SAT;MEG_6166;SAT-4;streptothricin acetyltransferase (SAT);;;antibiotic inactivation
MEGARes;peptide;ARNT;MEG_7976;ArnT;pmr phosphoethanolamine transferase;;;antibiotic target alteration
MEGARes;peptide;BACA;MEG_1189;bacA;undecaprenyl pyrophosphate related proteins;;;antibiotic target alteration
MEGARes;peptide;BACA;MEG_1190;bacA;undecaprenyl pyrophosphate related proteins;;;antibiotic target alteration
MEGARes;peptide;EPTA;MEG_2739;eptA;pmr phosphoethanolamine transferase;;;antibiotic target alteration
MEGARes;peptide;MPRF;MEG_4056;Cper_mprF;defensin resistant mprF;;;antibiotic target alteration
MEGARes;peptide;OMPA;MEG_8288;OmpA;General Bacterial Porin with reduced permeability to peptide antibiotics;;;reduced permeability to antibiotic
MEGARes;peptide;PMRF;MEG_5801;PmrF;pmr phosphoethanolamine transferase;;;antibiotic target alteration
MEGARes;peptide;UGD;MEG_7328;ugd;pmr phosphoethanolamine transferase;;;antibiotic target alteration
MEGARes;peptide;YOGI;MEG_7842;YojI;ATP-binding cassette (ABC) antibiotic efflux pump;;;antibiotic efflux
MEGARes;phenicol;CAT;MEG_1559;Lreu_cat-TC;chloramphenicol acetyltransferase (CAT);;;antibiotic inactivation
MEGARes;phenicol;CATA;MEG_1575;"	catA8";chloramphenicol acetyltransferase (CAT);;;antibiotic inactivation
MEGARes;phenicol;CATA;MEG_1584;catA1;chloramphenicol acetyltransferase (CAT);;;antibiotic inactivation
MEGARes;phenicol;CATA;MEG_1581;Efac_ACT_CHL;chloramphenicol acetyltransferase (CAT);;;antibiotic inactivation
MEGARes;phenicol;CATS;MEG_1633;catP;chloramphenicol acetyltransferase;;;antibiotic inactivation
MEGARes;phenicol;CML;MEG_8020;"	cmlA9";major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic efflux
MEGARes;phenicol;CMLA;MEG_1768;cmlA1;major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic efflux
MEGARes;phenicol;CMLB;MEG_1775;cmlB1;major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic efflux
MEGARes;phenicol;CMX;MEG_1785;cmx;major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic efflux
MEGARes;phenicol;EMRD;MEG_2729;emrD;major facilitator superfamily (MFS) antibiotic efflux pump;biocide;;antibiotic efflux
MEGARes;phenicol;FLOR;MEG_2912;floR;major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic efflux
MEGARes;phenicol;FLOR;MEG_2923;floR;major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic efflux
MEGARes;phenicol;FLOR;MEG_2921;floR;major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic efflux
MEGARes;phosphonic acid antibiotic;FOSA;MEG_2998;fosA5;fosfomycin thiol transferase;;;antibiotic inactivation
MEGARes;phosphonic acid antibiotic;FOSA;MEG_2987;FosA6;fosfomycin thiol transferase;;;antibiotic inactivation
MEGARes;phosphonic acid antibiotic;FOSA;MEG_2997;FosA6;fosfomycin thiol transferase;;;antibiotic inactivation
MEGARes;phosphonic acid antibiotic;FOSD;MEG_3018;FosD;fosfomycin thiol transferase;;;antibiotic inactivation
MEGARes;phosphonic acid antibiotic;FOSE;MEG_3019;FosE;fosfomycin thiol transferase;;;antibiotic inactivation
MEGARes;phosphonic acid antibiotic;FOSK;MEG_3023;FosK;fosfomycin thiol transferase;;;antibiotic inactivation
MEGARes;phosphonic acid antibiotic;FOSU;MEG_8094;FosA2;fosfomycin thiol transferase;;;antibiotic inactivation
MEGARes;phosphonic acid antibiotic;FOSY;MEG_8095;FosY;fosfomycin thiol transferase;;;antibiotic inactivation
MEGARes;phosphonic acid antibiotic;MDTG;MEG_3753;mdtG;major facilitator superfamily (MFS) antibiotic efflux pump;biocide;;antibiotic efflux
MEGARes;phosphonic acid antibiotic;MDTG;MEG_3754;mdtG;major facilitator superfamily (MFS) antibiotic efflux pump;biocide;;antibiotic efflux
MEGARes;tetracycline;EMRK;MEG_2732;emrK;major facilitator superfamily (MFS) antibiotic efflux pump;biocide;;antibiotic efflux
MEGARes;tetracycline;EMRY;MEG_2736;emrY;major facilitator superfamily (MFS) antibiotic efflux pump;biocide;;antibiotic efflux
MEGARes;tetracycline;TET31;MEG_6968;tet(31);major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic efflux
MEGARes;tetracycline;TET32;MEG_6970;tet(32);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
MEGARes;tetracycline;TET33;MEG_6975;tet(33);major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic efflux
MEGARes;tetracycline;TET33;MEG_6973;tet(33);major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic efflux
MEGARes;tetracycline;TET36;MEG_6979;tet(36);tetracycline-resistant ribosomal protection protein;;;antibiotic target alteration
MEGARes;tetracycline;TET39;MEG_6987;tet(39);major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic efflux
MEGARes;tetracycline;TET40;MEG_6991;tet(40);major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic efflux
MEGARes;tetracycline;TET40;MEG_6994;tet(40);major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic efflux
MEGARes;tetracycline;TET44;MEG_6997;tet(44);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
MEGARes;tetracycline;TET44;MEG_6998;tet(44);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
MEGARes;tetracycline;TET57;MEG_7010;tet(57);major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic efflux
MEGARes;tetracycline;TETA;MEG_7024;tet(A);major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic efflux
MEGARes;tetracycline;TETA;MEG_7014;tetA(P);major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic efflux
MEGARes;tetracycline;TETB;MEG_7052;tet(B);major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic efflux
MEGARes;tetracycline;TETB;MEG_7050;tetA(P);major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic efflux
MEGARes;tetracycline;TETBP;MEG_7055;tetB(P);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
MEGARes;tetracycline;TETC;MEG_7059;tet(C);major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic efflux
MEGARes;tetracycline;TETD;MEG_7070;tet(D);major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic efflux
MEGARes;tetracycline;TETE;MEG_7072;tet(E);major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic efflux
MEGARes;tetracycline;TETG;MEG_7078;tet(G);major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic efflux
MEGARes;tetracycline;TETH;MEG_7082;tet(H);major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic efflux
MEGARes;tetracycline;TETH;MEG_7084;tet(H);major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic efflux
MEGARes;tetracycline;TETK;MEG_7090;tet(K);major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic efflux
MEGARes;tetracycline;TETK;MEG_7089;tet(K);major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic efflux
MEGARes;tetracycline;TETL;MEG_7094;tet(L);major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic efflux
MEGARes;tetracycline;TETL;MEG_7095;tet(L);major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic efflux
MEGARes;tetracycline;TETM;MEG_7144;tet(M);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
MEGARes;tetracycline;TETM;MEG_7146;tet(M);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
MEGARes;tetracycline;TETM;MEG_7112;tet(M);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
MEGARes;tetracycline;TETM;MEG_7145;tet(M);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
MEGARes;tetracycline;TETM;MEG_7126;tet(M);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
MEGARes;tetracycline;TETM;MEG_7139;tet(M);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
MEGARes;tetracycline;TETM;MEG_7142;tet(M);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
MEGARes;tetracycline;TETM;MEG_7115;tet(M);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
MEGARes;tetracycline;TETM;MEG_7147;tet(S);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
MEGARes;tetracycline;TETO;MEG_7149;tet(O);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
MEGARes;tetracycline;TETO;MEG_7150;tet(O);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
MEGARes;tetracycline;TETO;MEG_7154;tet(O);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
MEGARes;tetracycline;TETO;MEG_7161;tet(O);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
MEGARes;tetracycline;TETO;MEG_7165;tet(O/M/O);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
MEGARes;tetracycline;TETQ;MEG_7178;tet(Q);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
MEGARes;tetracycline;TETQ;MEG_7180;tet(Q);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
MEGARes;tetracycline;TETQ;MEG_7181;tet(Q);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
MEGARes;tetracycline;TETQ;MEG_7182;tet(Q);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
MEGARes;tetracycline;TETQ;MEG_7184;tet(Q);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
MEGARes;tetracycline;TETQ;MEG_7179;tet(Q);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
MEGARes;tetracycline;TETQ;MEG_7183;tet(Q);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
MEGARes;tetracycline;TETS;MEG_7200;tet(S);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
MEGARes;tetracycline;TETT;MEG_7202;tet(T);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
MEGARes;tetracycline;TETW;MEG_7213;tet(W);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
MEGARes;tetracycline;TETW;MEG_7229;tet(W);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
MEGARes;tetracycline;TETW;MEG_7227;tet(W);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
MEGARes;tetracycline;TETW;MEG_7223;tet(W);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
MEGARes;tetracycline;TETW;MEG_7226;tet(W/32/O);tetracycline-resistant ribosomal protection protein;;;antibiotic target protection
MEGARes;tetracycline;TETW;MEG_7228;tet(W/N/W);tetracycline-resistant ribosomal protection protein;;;antibiotic target alteration
MEGARes;tetracycline;TETW;MEG_7212;tet(W/N/W);tetracycline-resistant ribosomal protection protein;;;antibiotic target alteration
MEGARes;tetracycline;TETW;MEG_7225;tet(W/N/W);tetracycline-resistant ribosomal protection protein;;;antibiotic target alteration
MEGARes;tetracycline;TETX;MEG_7238;tet(X);tetracycline inactivation enzyme;;;antibiotic inactivation
MEGARes;tetracycline;TETX;MEG_8718;tet(x5);tetracycline inactivation enzyme;;;
MEGARes;tetracycline;TETX;MEG_7244;tetX6;tetracycline inactivation enzyme;;;antibiotic inactivation
MEGARes;tetracycline;TETX;MEG_8717;tetX6;tetracycline inactivation enzyme;;;antibiotic inactivation
MEGARes;tetracycline;TETY;MEG_7245;tet(Y);major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic inactivation
MEGARes;tetracycline;TETZ;MEG_7247;tet(Z);major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic efflux
NCBI AMRFinderPlus;aminoglycoside;aac(3)-IIa;NG_047245.1;AAC(3)-Iia;AAC(3);;;antibiotic inactivation
NCBI AMRFinderPlus;aminoglycoside;aac(3)-IIe;NG_047244.1;AAC(3)-Iie;AAC(3);;;antibiotic inactivation
NCBI AMRFinderPlus;aminoglycoside;aac(6')_E449;NG_242163.1;AAC(6')-Iad;AAC(6');;;antibiotic inactivation
NCBI AMRFinderPlus;aminoglycoside;aac(6')_E64;NG_242168.1;AAC(6')-Iad;AAC(6');;;antibiotic inactivation
NCBI AMRFinderPlus;aminoglycoside;aac(6')-Iad;NG_047276.1;AAC(6')-Iad;AAC(6');;;antibiotic inactivation
NCBI AMRFinderPlus;aminoglycoside;aac(6')-Ib4;NG_051844.1;AAC(6')-Ib4;AAC(6');;;antibiotic inactivation
NCBI AMRFinderPlus;aminoglycoside;aac(6')-Iid;NG_047299.1;AAC(6')-Iid;AAC(6');;;antibiotic inactivation
NCBI AMRFinderPlus;aminoglycoside;aac(6')-Im;NG_047306.1;AAC(6')-Im;AAC(6');;;antibiotic inactivation
NCBI AMRFinderPlus;aminoglycoside;aacA-ENT2;NG_052337.1;AAC(6')-Iid;AAC(6');;;antibiotic inactivation
NCBI AMRFinderPlus;aminoglycoside;aadA1;NG_052279.1;aadA;ANT(3'');;;antibiotic inactivation
NCBI AMRFinderPlus;aminoglycoside;aadA11;NG_051873.1;aadA;ANT(3'');;;antibiotic inactivation
NCBI AMRFinderPlus;aminoglycoside;aadA11;NG_047330.1;aadA11;ANT(3'');;;antibiotic inactivation
NCBI AMRFinderPlus;aminoglycoside;aadA11;NG_047332.1;aadA11;ANT(3'');;;antibiotic inactivation
NCBI AMRFinderPlus;aminoglycoside;aadA11;NG_047331.1;aadA11;ANT(3'');;;antibiotic inactivation
NCBI AMRFinderPlus;aminoglycoside;aadA13;NG_047334.1;aadA13;ANT(3'');;;antibiotic inactivation
NCBI AMRFinderPlus;aminoglycoside;aadA2;NG_047343.1;aadA2;ANT(3'');;;antibiotic inactivation
NCBI AMRFinderPlus;aminoglycoside;aadA2;NG_051846.1;aadA2;ANT(3'');;;antibiotic inactivation
NCBI AMRFinderPlus;aminoglycoside;aadA22;NG_052404.1;aadA22;ANT(3'');;;antibiotic inactivation
NCBI AMRFinderPlus;aminoglycoside;aadA5;NG_047357.1;aadA5;ANT(3'');;;antibiotic inactivation
NCBI AMRFinderPlus;aminoglycoside;aadA5;NG_047358.1;aadA5;ANT(3'');;;antibiotic inactivation
NCBI AMRFinderPlus;aminoglycoside;aadA7;NG_047365.1;aadA7;ANT(3'');;;antibiotic inactivation
NCBI AMRFinderPlus;aminoglycoside;aadA9;NG_047370.1;aadA9;ANT(3'');;;antibiotic inactivation
NCBI AMRFinderPlus;aminoglycoside;ant(2'')-Ia;NG_047387.1;ANT(2'')-Ia;ANT(2'');;;antibiotic inactivation
NCBI AMRFinderPlus;aminoglycoside;ant(2'')-Ia;NG_052432.1;ANT(2'')-Ia;ANT(2'');;;antibiotic inactivation
NCBI AMRFinderPlus;aminoglycoside;ant(3'')-IIa;NG_054649.1;ANT(3'')-IIa;ANT(3'');;;antibiotic inactivation
NCBI AMRFinderPlus;aminoglycoside;ant(4')-Ia;NG_047373.1;ANT(4')-Ia;ANT(4');;;antibiotic inactivation
NCBI AMRFinderPlus;aminoglycoside;ant(6)-Ia;NG_047395.1;aad(6);ANT(6);;;antibiotic inactivation
NCBI AMRFinderPlus;aminoglycoside;ant(9)-Ia;NG_047397.1;ANT(9)-Ia;ANT(9);;;antibiotic inactivation
NCBI AMRFinderPlus;aminoglycoside;ant(9)-Ib;NG_047398.1;ANT(9)-Ib;ANT(9);;;antibiotic inactivation
NCBI AMRFinderPlus;aminoglycoside;aph(2'')-Ih;NG_047408.1;APH(2'')-If;"APH(2"")";;;antibiotic inactivation
NCBI AMRFinderPlus;aminoglycoside;aph(2'')-Ii;NG_149647.1;AAC6_Ie_APH2_Ia;aminoglycoside bifunctional resistance protein;;;antibiotic inactivation
NCBI AMRFinderPlus;aminoglycoside;aph(2'')-IIIa;NG_047399.1;APH(2'')-IIIa;APH(2'');;;antibiotic inactivation
NCBI AMRFinderPlus;aminoglycoside;aph(3')-H510;NG_242175.1;"	APH(3')-VIIa";APH(3'');;;antibiotic inactivation
NCBI AMRFinderPlus;aminoglycoside;aph(3')-Ia;NG_047431.1;APH(3')-Ia;APH(3');;;antibiotic inactivation
NCBI AMRFinderPlus;aminoglycoside;aph(3')-IX;NG_055648.1;APH(3')-IXa;APH(3');;;antibiotic inactivation
NCBI AMRFinderPlus;aminoglycoside;aph(3')-VIa;NG_047448.1;APH(3')-Via;APH(3');;;antibiotic inactivation
NCBI AMRFinderPlus;aminoglycoside;rmtF2;NG_051537.1;rmtF;16S rRNA methyltransferase (G1405);;;antibiotic target alteration
NCBI AMRFinderPlus;aminoglycoside;str;NG_048080.1;aadK;ANT(6);;;antibiotic inactivation
NCBI AMRFinderPlus;beta-lactam;blaARL-1;NG_054950.1;ARL-1;ARL Beta-lactamase;;;antibiotic inactivation
NCBI AMRFinderPlus;beta-lactam;blaCARB-5;NG_048750.1;"	CARB-5";CARB beta-lactamase;;;antibiotic inactivation
NCBI AMRFinderPlus;beta-lactam;blaCARB-8;NG_048753.1;CARB-8;CARB beta-lactamase;;;antibiotic inactivation
NCBI AMRFinderPlus;beta-lactam;blaCBP-1;NG_048756.1;CBP-1;CBP beta-lactamase;;;antibiotic inactivation
NCBI AMRFinderPlus;beta-lactam;blaEBR-2;NG_057443.1;EBR-2;EBR beta-lactamase;;;antibiotic inactivation
NCBI AMRFinderPlus;beta-lactam;blaEBR-3;NG_066507.1;EBR-3;EBR beta-lactamase;;;antibiotic inactivation
NCBI AMRFinderPlus;beta-lactam;blaEBR-4;NG_073461.1;EBR-4;EBR beta-lactamase;;;antibiotic inactivation
NCBI AMRFinderPlus;beta-lactam;blaEC-13;NG_049079.1;EC-13;EC beta-lactamase;;;antibiotic inactivation
NCBI AMRFinderPlus;beta-lactam;blaEC-15;NG_049081.1;EC-15;EC beta-lactamase;;;antibiotic inactivation
NCBI AMRFinderPlus;beta-lactam;blaEC-18;NG_049083.1;EC-18;EC beta-lactamase;;;antibiotic inactivation
NCBI AMRFinderPlus;beta-lactam;blaGIL-1;NG_049142.1;GIL-1;GIL beta-lactamase;;;antibiotic inactivation
NCBI AMRFinderPlus;beta-lactam;blaIMP-13;NG_049176.1;IMP-13;IMP beta-lactamase;;;antibiotic inactivation
NCBI AMRFinderPlus;beta-lactam;blaMOX-25;NG_148635.1;MOX-25;MOX beta-lactamase;;;antibiotic inactivation
NCBI AMRFinderPlus;beta-lactam;blaMOX-9;NG_049322.1;MOX-9;MOX beta-lactamase;;;antibiotic inactivation
NCBI AMRFinderPlus;beta-lactam;blaMUS-1;NG_049324.1;MUS-1;MUS beta-lactamase;;;antibiotic inactivation
NCBI AMRFinderPlus;beta-lactam;blaMUS-2;NG_049325.1;MUS-2;MUS beta-lactamase;;;antibiotic inactivation
NCBI AMRFinderPlus;beta-lactam;blaOCH;NG_231519.1;OCH-7;OCH beta-lactamase;;;antibiotic inactivation
NCBI AMRFinderPlus;beta-lactam;blaOXA-1;NG_049392.1;"	OXA-1";OXA beta-lactamase;;;antibiotic inactivation
NCBI AMRFinderPlus;beta-lactam;blaOXA-1005;NG_078026.1;OXA-1005;OXA beta-lactamase;;;antibiotic inactivation
NCBI AMRFinderPlus;beta-lactam;blaOXA-1041;NG_078050.1;OXA-1041;OXA beta-lactamase;;;antibiotic inactivation
NCBI AMRFinderPlus;beta-lactam;blaOXA-1156;NG_148644.1;OXA-1156;OXA beta-lactamase;;;antibiotic inactivation
NCBI AMRFinderPlus;beta-lactam;blaOXA-1160;NG_148648.1;OXA-1160;OXA beta-lactamase;;;antibiotic inactivation
NCBI AMRFinderPlus;beta-lactam;blaOXA-2;NG_049496.1;OXA-2;OXA beta-lactamase;;;antibiotic inactivation
NCBI AMRFinderPlus;beta-lactam;blaOXA-20;NG_049497.1;OXA-20;OXA beta-lactamase;;;antibiotic inactivation
NCBI AMRFinderPlus;beta-lactam;blaOXA-296;NG_049591.1;OXA-296;OXA beta-lactamase;;;antibiotic inactivation
NCBI AMRFinderPlus;beta-lactam;blaOXA-299;NG_049594.1;OXA-299;OXA beta-lactamase;;;antibiotic inactivation
NCBI AMRFinderPlus;beta-lactam;blaOXA-347;NG_049639.1;OXA-347;OXA beta-lactamase;;;antibiotic inactivation
NCBI AMRFinderPlus;beta-lactam;blaOXA-362;NG_049655.1;OXA-362;OXA beta-lactamase;;;antibiotic inactivation
NCBI AMRFinderPlus;beta-lactam;blaOXA-363;NG_049656.1;OXA-363;OXA beta-lactamase;;;antibiotic inactivation
NCBI AMRFinderPlus;beta-lactam;blaOXA-646;NG_065432.1;OXA-646;OXA beta-lactamase;;;antibiotic inactivation
NCBI AMRFinderPlus;beta-lactam;blaOXA-648;NG_065434.1;OXA-648;OXA beta-lactamase;;;antibiotic inactivation
NCBI AMRFinderPlus;beta-lactam;blaOXA-85;NG_050724.1;OXA-85;OXA beta-lactamase;;;antibiotic inactivation
NCBI AMRFinderPlus;beta-lactam;blaOXA-917;NG_070181.1;OXA-917;OXA beta-lactamase;;;antibiotic inactivation
NCBI AMRFinderPlus;beta-lactam;blaOXA-981;NG_078002.1;OXA-981;OXA beta-lactamase;;;antibiotic inactivation
NCBI AMRFinderPlus;beta-lactam;blaOXA-999;NG_078020.1;OXA-999;OXA beta-lactamase;;;antibiotic inactivation
NCBI AMRFinderPlus;beta-lactam;blaPER-2;NG_049961.1;PER-2;PER beta-lactamase;;;antibiotic inactivation
NCBI AMRFinderPlus;beta-lactam;blaPME-1;NG_049973.1;PME-1;PME beta-lactamase;;;antibiotic inactivation
NCBI AMRFinderPlus;beta-lactam;blaRATA-1;NG_149671.1;RATA-1;RATA beta-lactamase;;;antibiotic inactivation
NCBI AMRFinderPlus;beta-lactam;blaROB-1;NG_049977.1;ROB-1;ROB beta-lactamase;;;antibiotic inactivation
NCBI AMRFinderPlus;beta-lactam;blaROB-12;NG_074752.1;ROB-12;ROB beta-lactamase;;;antibiotic inactivation
NCBI AMRFinderPlus;beta-lactam;blaROB-13;NG_059321.1;ROB-1;ROB beta-lactamase;;;antibiotic inactivation
NCBI AMRFinderPlus;beta-lactam;blaTEM-1;NG_050145.1;TEM-1;TEM beta-lactamase;;;antibiotic inactivation
NCBI AMRFinderPlus;beta-lactam;blaTEM-150;NG_050194.1;TEM-150;TEM beta-lactamase;;;antibiotic inactivation
NCBI AMRFinderPlus;beta-lactam;blaTUS-1;NG_050315.1;TUS-1;TUS beta-lactamase;;;antibiotic inactivation
NCBI AMRFinderPlus;beta-lactam;blaZ-mecC;NG_047535.1;mecC-type_BlaZ;BlaZ beta-lactamase;;;antibiotic inactivation
NCBI AMRFinderPlus;beta-lactam;cepA;NG_047625.1;CepA-49;CepA beta-lactamase;;;antibiotic inactivation
NCBI AMRFinderPlus;beta-lactam;cepA-29;NG_050385.1;CepA-29;CepA beta-lactamase;;;antibiotic inactivation
NCBI AMRFinderPlus;beta-lactam;cfiA27;NG_071228.1;CfiA27;CfiA beta-lactamase;;;antibiotic inactivation
NCBI AMRFinderPlus;beta-lactam;cfxA;NG_047633.1;"	CfxA";CfxA beta-lactamase;;;antibiotic inactivation
NCBI AMRFinderPlus;beta-lactam;cfxA2;NG_047639.1;CfxA2;"class A beta-la	CfxA beta-lactamasectamase";;;antibiotic inactivation
NCBI AMRFinderPlus;beta-lactam;mecA1;NG_047949.1;mecA;methicillin resistant PBP2;;;antibiotic target replacement
NCBI AMRFinderPlus;broad-spectrum efflux pump;mef(C);NG_047979.1;mef(C);major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic efflux
NCBI AMRFinderPlus;broad-spectrum efflux pump;oqxA6;NG_050424.1;oqxA;resistance-nodulation-cell division (RND) antibiotic efflux pump;;;antibiotic efflux
NCBI AMRFinderPlus;broad-spectrum efflux pump;oqxB11;NG_050429.1;oqxB;resistance-nodulation-cell division (RND) antibiotic efflux pump;biocide;;antibiotic efflux
NCBI AMRFinderPlus;broad-spectrum efflux pump;tmexC3;NG_076635.1;MexC;resistance-nodulation-cell division (RND) antibiotic efflux pump;;;antibiotic efflux
NCBI AMRFinderPlus;fluoroquinolone;qnrB35;NG_050497.1;QnrB35;quinolone resistant protein (qnr);;;antibiotic target protection
NCBI AMRFinderPlus;fluoroquinolone;qnrB89;NG_076813.1;QnrB6;quinolone resistant protein (qnr);;;antibiotic target protection
NCBI AMRFinderPlus;fluoroquinolone;qnrD1;NG_050541.1;QnrD1;quinolone resistant protein (qnr);;;antibiotic target protection
NCBI AMRFinderPlus;fluoroquinolone;qnrS1;NG_050543.1;QnrS1;quinolone resistance protein (qnr);;;antibiotic target protection
NCBI AMRFinderPlus;folic acid synthesis inhibitors ;dfrA1;NG_047677.1;dfrA1;trimethoprim resistant dihydrofolate reductase dfr;;;antibiotic target replacement
NCBI AMRFinderPlus;folic acid synthesis inhibitors ;dfrA14;NG_047696.1;dfrA14;trimethoprim resistant dihydrofolate reductase dfr;;;antibiotic target replacement
NCBI AMRFinderPlus;folic acid synthesis inhibitors ;dfrA17;NG_047710.1;dfrA17;trimethoprim resistant dihydrofolate reductase dfr;;;antibiotic target replacement
NCBI AMRFinderPlus;folic acid synthesis inhibitors ;dfrA41;NG_148595.1;dfrA3;trimethoprim resistant dihydrofolate reductase dfr;;;antibiotic target replacement
NCBI AMRFinderPlus;folic acid synthesis inhibitors ;dfrA45;NG_148596.1;dfrA26;trimethoprim resistant dihydrofolate reductase dfr;;;antibiotic target replacement
NCBI AMRFinderPlus;folic acid synthesis inhibitors ;dfrA8;NG_047741.1;dfrA8;trimethoprim resistant dihydrofolate reductase dfr;;;antibiotic target alteration
NCBI AMRFinderPlus;folic acid synthesis inhibitors ;dfrK;NG_047759.1;dfrK;trimethoprim resistant dihydrofolate reductase dfr;;;antibiotic target replacement
NCBI AMRFinderPlus;folic acid synthesis inhibitors ;dfrL;NG_203373.1;dfrL;trimethoprim resistant dihydrofolate reductase dfr;;;antibiotic target replacement
NCBI AMRFinderPlus;folic acid synthesis inhibitors ;sul1;NG_048081.1;sul1;sulfomide resistant sul;;;antibiotic target replacement
NCBI AMRFinderPlus;folic acid synthesis inhibitors ;sul1;NG_048089.1;sul1;sulfomide resistant sul;;;antibiotic target replacement
NCBI AMRFinderPlus;folic acid synthesis inhibitors ;sul3;NG_048120.1;sul3;sulfomide resistant sul;;;antibiotic target replacement
NCBI AMRFinderPlus;fusidic acid;fusD;NG_050585.1;fusD;Target protecting FusB-type protein conferring resistance to Fusidic acid;;;antibiotic target protection
